STATUS,DESCRIPTION,CATEGORY_DESCRIPTION,OBJECT_TYPE_DESCRIPTION,Shape_X,Shape_Y,WKT
OPEN,Makaretu Hut,Buildings,Standard Hut,176.116108036,-40.0033643963,POINT (176.116108036124956 -40.003364396259272)
OPEN,CHRISTMAS VILLAGE HUT,Buildings,Standard Hut,167.979415142,-46.7439174234,POINT (167.979415141631421 -46.743917423448458)
OPEN,Lupton Hut,Buildings,Basic Hut/bivvy,175.522224173,-39.3327848698,POINT (175.522224172970311 -39.332784869848062)
OPEN,Apiti Hut,Buildings,Standard Hut,176.964475547,-38.2816027198,POINT (176.964475547056026 -38.281602719765878)
OPEN,Oturere Hut,Buildings,Great Walk Hut,175.688541871,-39.159321502,POINT (175.688541870760417 -39.159321502044975)
OPEN,Mueller Hut,Buildings,Serviced-Alpine Hut,170.06448229,-43.7210890193,POINT (170.064482290255228 -43.721089019267914)
OPEN,Copland Shelter,Buildings,Basic Hut/bivvy,170.098456302,-43.6548094326,POINT (170.098456302469287 -43.654809432615977)
OPEN,Brodrick Hut,Buildings,Standard Hut,169.729035599,-43.9750090372,POINT (169.729035599191263 -43.975009037196543)
OPEN,LORDS RIVER HUNTERS HUT,Buildings,Basic Hut/bivvy,168.049906614,-47.0750072588,POINT (168.049906614497729 -47.075007258807801)
OPEN,Polluck Creek Hut,Buildings,Basic Hut/bivvy,170.82293136,-43.0639810465,POINT (170.822931359769342 -43.063981046546012)
OPEN,HOMESTEAD HUNTERS HUT,Buildings,Basic Hut/bivvy,167.796983823,-46.9205371731,POINT (167.796983822756744 -46.920537173137014)
OPEN,Parks Peak Hut,Buildings,Standard Hut,176.250552882,-39.6775080367,POINT (176.25055288208921 -39.677508036664378)
OPEN,Connors Creek Hut,Buildings,Standard Hut,172.885244277,-42.0053536218,POINT (172.88524427737218 -42.005353621809185)
OPEN,Meg Hut,Buildings,Standard Hut,169.056352926,-44.9160910098,POINT (169.056352925550073 -44.916091009761082)
OPEN,Mangamako Hut,Buildings,Standard Hut,176.87509811,-38.3130845533,POINT (176.875098109851734 -38.313084553286963)
OPEN,McKinnon Hut,Buildings,Standard Hut,176.094344106,-39.7822345874,POINT (176.094344106125675 -39.782234587444648)
OPEN,Doubtful Hut,Buildings,Basic Hut/bivvy,172.283267567,-42.5311786212,POINT (172.283267566562188 -42.531178621225806)
OPEN,Newton Range Bivvy,Buildings,Basic Hut/bivvy,171.267779002,-42.878932638,POINT (171.26777900200662 -42.878932638038513)
OPEN,Lakehead Hut,Buildings,Serviced Hut,172.821640562,-41.8757822782,POINT (172.82164056215467 -41.875782278209222)
OPEN,Myttons Hut,Buildings,Basic Hut/bivvy,172.621453413,-41.135688553,POINT (172.621453413448307 -41.135688552963153)
OPEN,Esquilant Bivvy Hut,Buildings,Basic Hut/bivvy,168.407041097,-44.6153159023,POINT (168.407041096869818 -44.615315902323559)
OPEN,Christopher Hut,Buildings,Serviced Hut,172.565030512,-42.2884959719,POINT (172.56503051231374 -42.288495971865693)
OPEN,Anne Hut,Buildings,Serviced Hut,172.528926788,-42.3511171074,POINT (172.528926787951292 -42.351117107368374)
OPEN,Mackenzie Biv,Buildings,Basic Hut/bivvy,172.065545759,-42.6475478266,POINT (172.065545758665991 -42.647547826565749)
OPEN,Leaning Lodge,Buildings,Basic Hut/bivvy,170.087069797,-45.4196677522,POINT (170.087069797141737 -45.419667752241132)
OPEN,Mingha Bivvy,Buildings,Basic Hut/bivvy,171.630113073,-42.9226362853,POINT (171.630113073036057 -42.922636285315441)
OPEN,Taipo Hut,Buildings,Standard Hut,172.313706139,-41.3979406728,POINT (172.31370613869214 -41.397940672760434)
OPEN,Anderson's Hut,Buildings,Basic Hut/bivvy,172.156612424,-42.901521486,POINT (172.156612423960667 -42.90152148599114)
OPEN,Loch Maree Hut,Buildings,Standard Hut,167.065666702,-45.6848690462,POINT (167.065666701695818 -45.684869046226488)
OPEN,Kiwi Hut,Buildings,Standard Hut,171.74322812,-42.7568881838,POINT (171.743228120015431 -42.756888183766236)
OPEN,Snowy Gorge Hut,Buildings,Basic Hut/bivvy,169.697775099,-44.2830232622,POINT (169.697775098564819 -44.283023262212403)
OPEN,Top Leatham Hut,Buildings,Standard Hut,173.082001281,-41.973200812,POINT (173.082001280733948 -41.973200812022093)
OPEN,Double Hut,Buildings,Basic Hut/bivvy,171.260845071,-43.4956825078,POINT (171.260845070598236 -43.495682507834026)
OPEN,Hurricane Hut,Buildings,Standard Hut,172.38266793,-41.5067721826,POINT (172.382667929826624 -41.506772182567126)
OPEN,Ikawatea Forks Hut,Buildings,Standard Hut,176.197528824,-39.5901293169,POINT (176.197528823949398 -39.590129316925569)
OPEN,Piripiri Hut,Buildings,Basic Hut/bivvy,176.017013407,-40.0391368076,POINT (176.01701340651357 -40.039136807608557)
OPEN,Deep Creek Hut,Buildings,Basic Hut/bivvy,169.120695089,-44.9571416301,POINT (169.120695088851676 -44.957141630085431)
OPEN,Castle Rocks Hut,Buildings,Standard Hut,172.953678004,-40.9617860688,POINT (172.953678004115034 -40.961786068810305)
OPEN,Branch Bivvy,Buildings,Basic Hut/bivvy,173.034997576,-41.9650826913,POINT (173.03499757585638 -41.965082691306719)
OPEN,Price Basin Hut,Buildings,Basic Hut/bivvy,170.963538362,-43.1309621902,POINT (170.963538361968148 -43.130962190246507)
OPEN,Oamaru Hut,Buildings,Standard Hut,176.264015946,-39.0762312589,POINT (176.264015945674629 -39.076231258924452)
OPEN,Haycocks Bivvy,Buildings,Basic Hut/bivvy,173.700039652,-42.1218830084,POINT (173.700039652480513 -42.12188300837974)
OPEN,Herricks Hut,Buildings,Basic Hut/bivvy,176.334832255,-39.588814941,POINT (176.334832254854462 -39.588814940955942)
OPEN,COBB HUT,Buildings,Basic Hut/bivvy,172.525539189,-41.0562518111,POINT (172.525539189338502 -41.056251811077452)
OPEN,Warden Hut,Buildings,Standard Hut,173.438989225,-42.2787089331,POINT (173.4389892251628 -42.278708933138994)
OPEN,Tailings Hut,Buildings,Standard Hut,170.240657576,-44.8573196502,POINT (170.240657576451127 -44.857319650241244)
OPEN,Awapoto Hut,Buildings,Standard Hut,172.938831685,-40.8628221392,POINT (172.93883168498644 -40.862822139227895)
OPEN,Port Craig School Hut,Buildings,Serviced Hut,167.361475786,-46.2225892588,POINT (167.361475786211855 -46.222589258806536)
OPEN,Penk Hut,Buildings,Standard Hut,173.682135126,-41.7869607234,POINT (173.682135126452522 -41.786960723408498)
OPEN,Boundary Creek Hut,Buildings,Standard Hut,169.854863888,-44.7287436229,POINT (169.854863888497476 -44.728743622917392)
OPEN,Alice Nash Memorial Heritage Lodge,Buildings,Standard Hut,176.017857559,-39.9546143682,POINT (176.017857559448657 -39.954614368176728)
OPEN,Upper Whirinaki Hut,Buildings,Standard Hut,176.672980264,-38.8124450897,POINT (176.67298026382548 -38.812445089746213)
OPEN,Serpentine Hut,Buildings,Basic Hut/bivvy,171.079931124,-43.0136819882,POINT (171.079931124388622 -43.013681988229095)
OPEN,Lake Mackenzie Hut,Buildings,Great Walk Hut,168.174537081,-44.7676818377,POINT (168.17453708083039 -44.767681837676029)
OPEN,Silverstream Bivvy,Buildings,Basic Hut/bivvy,173.04212591,-41.7939500116,POINT (173.042125909918184 -41.793950011570224)
OPEN,Weka Burnet Bivvy,Buildings,Basic Hut/bivvy,171.338122047,-43.0528960895,POINT (171.338122046660004 -43.052896089463395)
OPEN,Kaipo Hut,Buildings,Basic Hut/bivvy,167.943011069,-44.489062962,POINT (167.943011068967593 -44.489062962002301)
OPEN,Kings Creek Hut,Buildings,Standard Hut,172.481181842,-41.4655723926,POINT (172.481181842044151 -41.465572392641356)
OPEN,Brown Hut,Buildings,Basic Hut/bivvy,170.264641413,-44.8885671069,POINT (170.264641412673029 -44.888567106882505)
OPEN,Lower Goulter Hut,Buildings,Standard Hut,173.175880174,-41.6125726286,POINT (173.175880173674869 -41.612572628593675)
OPEN,Cromel Base Hut,Buildings,Basic Hut/bivvy,168.354061592,-45.53813012,POINT (168.354061591760598 -45.53813012003635)
OPEN,McConchies Hut,Buildings,Standard Hut,172.363290573,-41.5875882316,POINT (172.363290573047237 -41.587588231602417)
OPEN,Lake Chalice Hut,Buildings,Standard Hut,173.319648607,-41.5676316337,POINT (173.319648606898369 -41.567631633660014)
OPEN,DOUGHBOY BAY HUT,Buildings,Standard Hut,167.706051339,-47.031287737,POINT (167.706051338949294 -47.031287736971549)
OPEN,Crow Hut,Buildings,Standard Hut,171.51700865,-42.9434329598,POINT (171.517008650435827 -42.943432959813769)
OPEN,Slaty Creek Hut,Buildings,Basic Hut/bivvy,172.084626645,-42.5450106996,POINT (172.08462664477284 -42.545010699578029)
OPEN,Rogers Hut (Te Wairoa),Buildings,Standard Hut,176.789365505,-38.7527780721,POINT (176.789365504890156 -38.752778072129928)
OPEN,Forks Hut,Buildings,Basic Hut/bivvy,167.719187861,-45.4237516087,POINT (167.719187861120503 -45.423751608657781)
OPEN,Onepu Hut,Buildings,Standard Hut,177.063881855,-38.3223312094,POINT (177.063881855457055 -38.32233120942545)
OPEN,Otapukawa Hut,Buildings,Standard Hut,177.149237146,-38.3924555311,POINT (177.149237146422251 -38.392455531084707)
OPEN,Wharekahika Hut,Buildings,Standard Hut,177.035176447,-38.2490412774,POINT (177.035176446869485 -38.249041277447262)
OPEN,Omarukokere Bivvy,Buildings,Basic Hut/bivvy,176.291895945,-39.2494285655,POINT (176.291895945203606 -39.249428565503933)
OPEN,Carneys Bivvy No. 2,Buildings,Basic Hut/bivvy,170.662180551,-43.4962420805,POINT (170.662180550680972 -43.496242080529377)
OPEN,Oronui Hut,Buildings,Standard Hut,177.994394572,-37.8826634757,POINT (177.994394572288087 -37.882663475675116)
OPEN,Aparima Forks Hut,Buildings,Basic Hut/bivvy,167.929691213,-45.6713218777,POINT (167.929691212606258 -45.671321877686282)
OPEN,Panekire Hut,Buildings,Great Walk Hut,177.051863448,-38.8123939528,POINT (177.051863447838031 -38.812393952792121)
OPEN,Kaweka Flats Bivvy,Buildings,Basic Hut/bivvy,176.416529193,-39.2610942555,POINT (176.416529193227746 -39.261094255478284)
OPEN,Koaunui Hut,Buildings,Standard Hut,177.179673101,-38.3425194723,POINT (177.179673100994194 -38.342519472279207)
OPEN,Boundary Hut,Buildings,Standard Hut,168.179253574,-45.1401842278,POINT (168.179253574040899 -45.140184227813236)
OPEN,Jans Hut,Buildings,Serviced Hut,174.98128735,-41.3421163458,POINT (174.981287350300903 -41.342116345803909)
OPEN,Horomaka Island Hut,Buildings,Basic Hut/bivvy,172.83117223,-43.6497014927,POINT (172.831172229862801 -43.649701492740441)
OPEN,Downie Hut,Buildings,Basic Hut/bivvy,172.523259211,-42.1334214924,POINT (172.523259211362102 -42.133421492359055)
OPEN,Lake Morgan Hut,Buildings,Basic Hut/bivvy,171.709337567,-42.6633597445,POINT (171.709337566565239 -42.663359744531228)
OPEN,Scone Hut,Buildings,Standard Hut,170.568549313,-43.3766967126,POINT (170.568549312878531 -43.376696712590345)
OPEN,Mikonui Spur Bivvy,Buildings,Basic Hut/bivvy,170.936624469,-43.0292865324,POINT (170.936624468822458 -43.029286532427143)
OPEN,Leon Kinvig Hut,Buildings,Standard Hut,176.076060685,-40.0041109932,POINT (176.076060685121064 -40.004110993154647)
OPEN,Wildlife (Cowan Block) Hut,Buildings,Basic Hut/bivvy,175.451316653,-38.376567097,POINT (175.451316653476226 -38.376567096996823)
OPEN,Waikamaka Hut,Buildings,Standard Hut,176.134249492,-39.8117977574,POINT (176.134249492061741 -39.811797757401756)
OPEN,Black Hill Hut,Buildings,Standard Hut,172.006179694,-43.1792871625,POINT (172.006179693623125 -43.179287162456383)
OPEN,Main Huxley Forks Hut,Buildings,Standard Hut,169.743245933,-44.0076190976,POINT (169.743245932743037 -44.007619097648096)
OPEN,Back Valley Hut,Buildings,Basic Hut/bivvy,167.581422374,-45.6004053819,POINT (167.581422373989398 -45.600405381888891)
OPEN,Sentry Box Hut,Buildings,Standard Hut,176.281201432,-39.6687005491,POINT (176.281201432161055 -39.668700549139821)
OPEN,Central Te Hoe Hut,Buildings,Standard Hut,176.766514045,-38.8668313875,POINT (176.766514044774254 -38.866831387515475)
OPEN,Mt Sunday Bivvy,Buildings,Basic Hut/bivvy,173.679259364,-41.4093769347,POINT (173.679259363918106 -41.409376934718274)
OPEN,Ranger Bivvy,Buildings,Basic Hut/bivvy,171.896186171,-42.8561988894,POINT (171.896186170977273 -42.8561988893807)
OPEN,Tutuwai Hut,Buildings,Serviced Hut,175.325087885,-41.0101517738,POINT (175.325087885450188 -41.010151773777316)
OPEN,Stan's Hut,Buildings,Standard Hut,170.402743898,-43.3554284143,POINT (170.402743898346614 -43.355428414276403)
OPEN,Trilobite Hut,Buildings,Standard Hut,172.608808616,-41.130205475,POINT (172.608808616203987 -41.130205475038466)
OPEN,East Hawdon Biv,Buildings,Basic Hut/bivvy,171.775626489,-42.8999536192,POINT (171.775626489124733 -42.899953619160989)
OPEN,MARTINS CREEK HUNTERS HUT,Buildings,Basic Hut/bivvy,167.760917639,-46.9391140874,POINT (167.760917639454107 -46.939114087409777)
OPEN,Elder Hut,Buildings,Standard Hut,175.232402425,-40.9718755951,POINT (175.232402425008132 -40.971875595057881)
OPEN,Beech Hut,Buildings,Basic Hut/bivvy,168.435405003,-45.3467554905,POINT (168.43540500323499 -45.346755490532061)
OPEN,Mt Fyffe Hut,Buildings,Standard Hut,173.593400305,-42.3239993153,POINT (173.593400304706591 -42.323999315271337)
OPEN,Rangipo Hut,Buildings,Serviced Hut,175.62374887,-39.3000888468,POINT (175.623748869599979 -39.300088846787055)
OPEN,Manson Bivvy,Buildings,Basic Hut/bivvy,176.287219829,-39.2973390222,POINT (176.287219829171192 -39.297339022167087)
OPEN,Happy Daze Hut,Buildings,Basic Hut/bivvy,176.14154169,-39.9971014983,POINT (176.141541690045727 -39.997101498260449)
OPEN,Reardon Hut,Buildings,Basic Hut/bivvy,169.999238732,-43.802935291,POINT (169.999238731768628 -43.802935291005412)
OPEN,Oreti Hut,Buildings,Basic Hut/bivvy,168.126714153,-45.4817096768,POINT (168.12671415260138 -45.481709676835457)
OPEN,Ball Hut,Buildings,Standard Hut,170.19084065,-43.6247421661,POINT (170.190840649767779 -43.624742166112)
OPEN,Top Toaroha Hut,Buildings,Standard Hut,171.153933153,-43.0134051597,POINT (171.153933153008097 -43.013405159722936)
OPEN,Top Tuke Hut,Buildings,Basic Hut/bivvy,170.889225268,-43.0896799158,POINT (170.88922526816674 -43.089679915782412)
OPEN,Mangakahika Hut,Buildings,Standard Hut,176.772775432,-38.8065946131,POINT (176.772775431884099 -38.806594613105609)
OPEN,Healey Creek Hut,Buildings,Basic Hut/bivvy,170.911063754,-43.0500915416,POINT (170.911063753770378 -43.05009154157171)
OPEN,Roebuck Hut,Buildings,Standard Hut,173.357483232,-41.4118264803,POINT (173.357483232069626 -41.411826480287843)
OPEN,Bull Flat Hut,Buildings,Basic Hut/bivvy,169.538003991,-44.1579932667,POINT (169.538003991084906 -44.157993266695598)
OPEN,Dumpling Hut,Buildings,Great Walk Hut,167.763154955,-44.7694877412,POINT (167.763154954802019 -44.769487741222548)
OPEN,Shepherd Creek Hut,Buildings,Basic Hut/bivvy,168.431690705,-45.4042086033,POINT (168.431690704553262 -45.404208603275144)
OPEN,Westies Hut,Buildings,Basic Hut/bivvy,166.958550979,-46.2265919873,POINT (166.95855097897072 -46.226591987314194)
OPEN,Creswicke Flat Hut,Buildings,Basic Hut/bivvy,169.689041703,-43.9234389664,POINT (169.689041703261324 -43.923438966358134)
OPEN,Kawakawa Hut,Buildings,Standard Hut,175.293494652,-41.5307873747,POINT (175.293494652071246 -41.530787374667497)
OPEN,Jam Hut,Buildings,Standard Hut,173.715082805,-42.0954824772,POINT (173.715082805078708 -42.095482477188163)
OPEN,Pararaki Hut,Buildings,Standard Hut,175.303705023,-41.5027079685,POINT (175.303705022689229 -41.502707968479882)
OPEN,Mt Arthur Hut,Buildings,Serviced Hut,172.715670282,-41.1976551556,POINT (172.715670281703524 -41.197655155576527)
OPEN,Jumbo Hut,Buildings,Serviced Hut,175.440190509,-40.8540097091,POINT (175.44019050873149 -40.854009709133877)
OPEN,Splugeons Rock Shelter,Buildings,Basic Hut/bivvy,172.608468511,-41.2053936569,POINT (172.608468511030054 -41.205393656911852)
OPEN,Scotties Camp Hut,Buildings,Basic Hut/bivvy,172.639950568,-42.4297098959,POINT (172.639950567854271 -42.429709895907195)
OPEN,Gabriel Hut,Buildings,Basic Hut/bivvy,172.28984135,-42.7212021526,POINT (172.289841349939167 -42.721202152615547)
OPEN,Daphne Hut,Buildings,Standard Hut,176.140183005,-39.9152873953,POINT (176.140183004608787 -39.915287395318288)
