STATUS,DESCRIPTION,CATEGORY_DESCRIPTION,OBJECT_TYPE_DESCRIPTION,Shape_X,Shape_Y,WKT
OPEN,Kahunui Hut,Buildings,Standard Hut,177.27679263,-38.4796390966,POINT (177.276792629517246 -38.479639096558039)
OPEN,Ten Man Hut,Buildings,Basic Hut/bivvy,175.447753673,-39.0166859631,POINT (175.447753672656603 -39.016685963148966)
OPEN,Lower Princhester Hut,Buildings,Standard Hut,167.951586794,-45.5933130398,POINT (167.951586794097324 -45.593313039773285)
OPEN,Boulder Forks Hut,Buildings,Standard Hut,173.254304508,-41.7900194335,POINT (173.254304507547289 -41.790019433511745)
OPEN,Carroll Hut,Buildings,Standard Hut,171.552637835,-42.7910818648,POINT (171.552637834539013 -42.791081864791991)
OPEN,Bob's Camp Bivvy,Buildings,Basic Hut/bivvy,172.291504852,-43.1422211099,POINT (172.29150485202635 -43.142221109944778)
OPEN,Eade Memorial Hut,Buildings,Basic Hut/bivvy,170.482120835,-43.5192660175,POINT (170.482120835454765 -43.519266017532225)
OPEN,Ferguson Hut,Buildings,Standard Hut,169.550569025,-44.1196528234,POINT (169.550569024874676 -44.119652823397935)
OPEN,Waiawa Hut,Buildings,Standard Hut,177.047276887,-38.565088785,POINT (177.047276886924749 -38.565088785035016)
OPEN,Maitland Hut,Buildings,Standard Hut,169.742916238,-44.2165842445,POINT (169.742916237528107 -44.216584244464286)
OPEN,Broken River Hut,Buildings,Basic Hut/bivvy,171.836093569,-43.1897944359,POINT (171.836093568618935 -43.189794435905732)
OPEN,Kiwi Burn Hut,Buildings,Standard Hut,168.090820085,-45.3551705695,POINT (168.090820085384195 -45.3551705694844)
OPEN,Hauroko Burn Hut,Buildings,Standard Hut,167.145481365,-45.8306483993,POINT (167.14548136465018 -45.830648399250954)
OPEN,Gardiner Hut,Buildings,Serviced-Alpine Hut,170.112619217,-43.6195954163,POINT (170.112619216917921 -43.619595416309998)
OPEN,Tasman Saddle Hut,Buildings,Serviced-Alpine Hut,170.340790667,-43.518063082,POINT (170.340790667312092 -43.518063081987748)
OPEN,Otehake Hut,Buildings,Standard Hut,171.710784114,-42.8575300155,POINT (171.710784114463195 -42.857530015456128)
OPEN,Kanohirua Hut,Buildings,Basic Hut/bivvy,177.02370598,-38.6023271467,POINT (177.023705979878287 -38.602327146680004)
OPEN,Frew Saddle Bivvy,Buildings,Basic Hut/bivvy,171.092060922,-43.0780341733,POINT (171.092060921857296 -43.078034173334665)
OPEN,Redcliff Hut,Buildings,Basic Hut/bivvy,167.718843678,-45.4240147076,POINT (167.718843677897382 -45.424014707641021)
OPEN,Lake Hankinson Hut,Buildings,Standard Hut,167.573959318,-45.0466494702,POINT (167.573959318386443 -45.046649470180121)
OPEN,Sabine Hut,Buildings,Serviced Hut,172.680705744,-41.9013715587,POINT (172.68070574425667 -41.901371558726566)
OPEN,Mount Misery Hut,Buildings,Basic Hut/bivvy,172.669498746,-41.9330887567,POINT (172.669498745974408 -41.933088756679609)
OPEN,Evangaline Bivvy,Buildings,Basic Hut/bivvy,172.27874812,-42.6824632025,POINT (172.278748120135248 -42.682463202476512)
OPEN,Lake Dive Hut,Buildings,Serviced Hut,174.05980055,-39.3355457503,POINT (174.059800550020014 -39.335545750321081)
OPEN,Cameron Hut,Buildings,Standard Hut,176.291464504,-39.3621208695,POINT (176.291464503919002 -39.362120869549166)
OPEN,Dickie Spur Hut,Buildings,Basic Hut/bivvy,170.869504782,-43.0588879429,POINT (170.869504781651273 -43.058887942905542)
OPEN,Cameron Hut,Buildings,Standard Hut,169.315912314,-44.1990675389,POINT (169.31591231399716 -44.199067538865641)
OPEN,Glen Roy Raceman's Hut,Buildings,Basic Hut/bivvy,168.876106605,-45.0864757922,POINT (168.876106604606719 -45.086475792207388)
OPEN,Ngapurua Hut,Buildings,Serviced Hut,174.908404239,-39.3708360397,POINT (174.908404239426403 -39.370836039707761)
OPEN,Top Crooked Hut,Buildings,Basic Hut/bivvy,171.691028265,-42.7043516472,POINT (171.691028264713452 -42.704351647220406)
OPEN,Mid Silverstream Hut,Buildings,Standard Hut,173.046963317,-41.8254725201,POINT (173.046963317279364 -41.825472520116648)
OPEN,CAVALIER HUNTERS HUT,Buildings,Basic Hut/bivvy,167.722547083,-46.9631991182,POINT (167.722547082610134 -46.963199118243871)
OPEN,Kay Creek Hut,Buildings,Basic Hut/bivvy,168.24639236,-44.7991397533,POINT (168.246392359667539 -44.799139753326202)
OPEN,John Reid Hut,Buildings,Standard Hut,172.549578032,-41.4022314016,POINT (172.549578031577624 -41.402231401583904)
OPEN,Daly's Clearing Hut,Buildings,Standard Hut,175.762991373,-37.4845820761,POINT (175.762991373422125 -37.484582076081615)
OPEN,Manson-Nicholls Memorial Hut,Buildings,Serviced Hut,172.289624756,-42.304952837,POINT (172.289624756390083 -42.304952837037924)
OPEN,Mt Bee Bunkrooms,Buildings,Basic Hut/bivvy,168.372098135,-45.5251813784,POINT (168.372098134667112 -45.525181378370618)
OPEN,Becketts Hut,Buildings,Basic Hut/bivvy,168.002316727,-45.6553116352,POINT (168.002316727091682 -45.655311635157936)
OPEN,Tarn Ridge Hut,Buildings,Standard Hut,175.435936062,-40.7906431127,POINT (175.435936062033477 -40.79064311266)
OPEN,The Gut Hut,Buildings,Standard Hut,166.956145463,-45.295645502,POINT (166.956145462713835 -45.295645502024868)
OPEN,Te Totara Hut,Buildings,Standard Hut,176.872013961,-38.7323662627,POINT (176.872013961171689 -38.732366262674525)
OPEN,Explorer Hut,Buildings,Basic Hut/bivvy,170.934289588,-43.0030228529,POINT (170.934289587758087 -43.00302285293774)
OPEN,Elcho Hut,Buildings,Standard Hut,169.830171922,-43.9313525887,POINT (169.830171921965473 -43.931352588711157)
OPEN,Mangaotane Hut (McMillans),Buildings,Basic Hut/bivvy,177.774498741,-38.0990935032,POINT (177.774498741402539 -38.099093503187198)
OPEN,Sam Summers Hut,Buildings,Basic Hut/bivvy,168.531719383,-45.0475713064,POINT (168.5317193828852 -45.047571306397188)
OPEN,Shutes Hut,Buildings,Standard Hut,176.293874906,-39.5098883195,POINT (176.293874906491567 -39.50988831945881)
OPEN,Ballard Hut,Buildings,Standard Hut,176.369850421,-39.2379996343,POINT (176.369850421433455 -39.237999634324972)
OPEN,Mangapouri Hut,Buildings,Standard Hut,176.831507855,-38.5362505,POINT (176.831507854941179 -38.536250500004215)
OPEN,Hurunui Hut,Buildings,Basic Hut/bivvy,175.928392795,-37.8175039083,POINT (175.928392795461718 -37.817503908330011)
OPEN,Albert Burn Hut,Buildings,Standard Hut,169.035100642,-44.3419393186,POINT (169.035100641971241 -44.341939318606492)
OPEN,Newton Creek Hut,Buildings,Basic Hut/bivvy,171.377735963,-42.8409397677,POINT (171.377735963252036 -42.840939767727747)
OPEN,Kauritatahi Hut,Buildings,Basic Hut/bivvy,175.861192555,-37.6650870034,POINT (175.861192555126479 -37.665087003419281)
OPEN,Flora Hut,Buildings,Basic Hut/bivvy,172.730139163,-41.18251161,POINT (172.730139163163983 -41.182511610030879)
OPEN,Philip J Cox Memorial Hut,Buildings,Basic Hut/bivvy,170.497247202,-45.7115589915,POINT (170.497247201718324 -45.711558991513584)
OPEN,Central Whirinaki Hut,Buildings,Serviced Hut,176.652994559,-38.7707993259,POINT (176.652994559040195 -38.770799325911362)
OPEN,Leitchs Hut,Buildings,Standard Hut,174.777481553,-38.4315025405,POINT (174.777481552525614 -38.431502540516298)
OPEN,Cone Creek Hut,Buildings,Basic Hut/bivvy,171.733220286,-42.6824206974,POINT (171.733220286417236 -42.682420697376266)
OPEN,Hinerua Hut,Buildings,Standard Hut,176.16931887,-39.8622143638,POINT (176.169318869956527 -39.862214363823874)
OPEN,Hokuri Hut,Buildings,Serviced Hut,168.055591727,-44.4224734795,POINT (168.055591726807421 -44.422473479459747)
OPEN,Sunrise Hut,Buildings,Serviced Hut,176.16786182,-39.7875903854,POINT (176.167861820329335 -39.787590385407583)
OPEN,AHURIRI BASE HUT,Buildings,Standard Hut,169.599264571,-44.2721083762,POINT (169.599264570908616 -44.272108376206255)
OPEN,Army Hut,Buildings,Basic Hut/bivvy,167.98475174,-45.2718659815,POINT (167.984751740394955 -45.271865981545758)
OPEN,Skips Hut (Whangatawhia),Buildings,Standard Hut,176.800206432,-38.7205843304,POINT (176.800206431776672 -38.720584330353311)
OPEN,Avoca Hut,Buildings,Basic Hut/bivvy,171.43022914,-43.053251379,POINT (171.430229139831596 -43.053251378994133)
OPEN,Raukawa Lodge,Buildings,Serviced Hut,174.97587025,-41.3432002787,POINT (174.975870249705167 -41.34320027874162)
OPEN,Moturau Hut,Buildings,Great Walk Hut,167.609026992,-45.4824497865,POINT (167.609026992141594 -45.482449786470966)
OPEN,McIntyre Hut,Buildings,Standard Hut,168.444313252,-44.8374529847,POINT (168.444313252410836 -44.837452984738292)
OPEN,Shelter Rock Hut,Buildings,Serviced Hut,168.508757177,-44.5585689066,POINT (168.508757177249038 -44.558568906550306)
OPEN,Goat Creek Hut,Buildings,Basic Hut/bivvy,172.19755344,-41.60633972,POINT (172.197553439742848 -41.606339719962961)
OPEN,Palmer Bivvy,Buildings,Basic Hut/bivvy,173.256554109,-42.3361991809,POINT (173.256554109154337 -42.336199180891519)
OPEN,Old Man Hut,Buildings,Standard Hut,173.270884427,-41.5252240588,POINT (173.270884426629237 -41.525224058776232)
OPEN,Big River Hut,Buildings,Serviced Hut,171.892789982,-42.2446371991,POINT (171.892789982354202 -42.244637199146197)
OPEN,Limestone Hut,Buildings,Standard Hut,173.51473111,-42.2449268837,POINT (173.514731110474827 -42.244926883742082)
OPEN,Top Gordon Hut,Buildings,Standard Hut,173.195341752,-41.9318220625,POINT (173.195341752312601 -41.931822062479768)
OPEN,Historic Clark Hut,Buildings,Basic Hut/bivvy,167.318509727,-45.7844915715,POINT (167.318509726709721 -45.784491571528122)
OPEN,Blyth Hut,Buildings,Serviced Hut,175.524914854,-39.3317985605,POINT (175.524914854270094 -39.331798560453478)
OPEN,Te Panaa Hut,Buildings,Standard Hut,177.100002821,-38.4595634548,POINT (177.100002820892058 -38.459563454760577)
OPEN,Howletts Hut,Buildings,Standard Hut,176.131500603,-39.9047043653,POINT (176.131500602647321 -39.904704365318786)
OPEN,Kennedy Memorial Hut,Buildings,Standard Hut,169.963718952,-43.8799643275,POINT (169.963718952076221 -43.87996432753301)
OPEN,Nicholsons Hut,Buildings,Basic Hut/bivvy,169.186099239,-45.3529505899,POINT (169.186099239420287 -45.35295058988779)
OPEN,Minchin Bivvy,Buildings,Basic Hut/bivvy,171.809903048,-42.7945222332,POINT (171.809903048133378 -42.794522233229159)
OPEN,Hut Creek Hut,Buildings,Basic Hut/bivvy,170.279545026,-44.833263463,POINT (170.279545026026653 -44.833263462989834)
OPEN,Mid Taipo Hut,Buildings,Standard Hut,171.443304135,-42.8500628246,POINT (171.443304135214447 -42.850062824600542)
OPEN,Wilkinson Hut,Buildings,Basic Hut/bivvy,170.989336278,-43.1570814177,POINT (170.989336278331479 -43.157081417699516)
OPEN,NORTH PEGASUS HUNTERS HUT,Buildings,Basic Hut/bivvy,167.667893714,-47.194293653,POINT (167.667893713833024 -47.194293652972313)
OPEN,Upper South Branch Hurunui Hut,Buildings,Basic Hut/bivvy,171.985563747,-42.7648386999,POINT (171.985563747414147 -42.764838699884621)
OPEN,Pouakai Hut,Buildings,Serviced Hut,174.036215279,-39.236668359,POINT (174.036215278798124 -39.236668359047378)
OPEN,KELLYS HUNTERS HUT,Buildings,Basic Hut/bivvy,168.171649988,-47.0723590228,POINT (168.17164998840326 -47.07235902279831)
OPEN,Louper Bivvy,Buildings,Basic Hut/bivvy,170.965360889,-43.2686090147,POINT (170.965360888848807 -43.268609014711366)
OPEN,Rocks Hut,Buildings,Standard Hut,173.354919165,-41.367192724,POINT (173.354919164862423 -41.367192723995423)
OPEN,Sparrowhawk Bivvy,Buildings,Basic Hut/bivvy,176.17928653,-39.7380239354,POINT (176.179286529606173 -39.738023935412379)
OPEN,Snowgrass Hut,Buildings,Standard Hut,173.739050795,-42.0517392808,POINT (173.739050794711034 -42.051739280825664)
OPEN,John Tait Hut,Buildings,Serviced Hut,172.768776294,-41.9746544837,POINT (172.768776294479153 -41.974654483682066)
OPEN,EAST RUGGEDY HUT,Buildings,Standard Hut,167.746166886,-46.7234810297,POINT (167.746166886222056 -46.723481029662381)
OPEN,Herepai Hut,Buildings,Standard Hut,175.523156291,-40.6921550957,POINT (175.523156290732999 -40.692155095739182)
OPEN,Waterfall Hut,Buildings,Basic Hut/bivvy,169.989028827,-43.8339168714,POINT (169.989028826573502 -43.833916871362376)
OPEN,Buckland Peaks Hut,Buildings,Standard Hut,171.629012889,-41.8744559545,POINT (171.629012889370841 -41.874455954487708)
OPEN,Doubtless Hut,Buildings,Standard Hut,172.226261017,-42.5220182602,POINT (172.226261017106083 -42.522018260188609)
OPEN,Wallers Hut,Buildings,Basic Hut/bivvy,168.483670352,-44.8523604363,POINT (168.483670352272441 -44.852360436272633)
OPEN,Begley Hut,Buildings,Standard Hut,172.799573617,-42.0340031902,POINT (172.799573617433765 -42.034003190195683)
OPEN,Casey Hut,Buildings,Serviced Hut,171.862339153,-42.8957063371,POINT (171.862339153242374 -42.895706337098289)
OPEN,Goat Pass Hut,Buildings,Standard Hut,171.624822794,-42.9015640975,POINT (171.624822793859863 -42.90156409749077)
OPEN,Iris Burn Hut,Buildings,Great Walk Hut,167.508262816,-45.4002189843,POINT (167.508262816357984 -45.400218984256824)
OPEN,Junction Burn Hut,Buildings,Standard Hut,167.493642462,-45.1502677694,POINT (167.493642462232032 -45.150267769375546)
OPEN,Upper Spey Hut,Buildings,Standard Hut,167.163205128,-45.5802401565,POINT (167.16320512754055 -45.580240156534202)
OPEN,Te Ekaou Hut,Buildings,Standard Hut,175.926185124,-40.1101786262,POINT (175.926185124219558 -40.110178626174886)
OPEN,Te Rereatukahia Hut,Buildings,Standard Hut,175.830681534,-37.5860524809,POINT (175.830681534105395 -37.586052480857084)
OPEN,Turkeys Nest Bivvy,Buildings,Basic Hut/bivvy,173.321128939,-41.7475731457,POINT (173.321128939105279 -41.747573145746514)
OPEN,Otamatapaio Hut,Buildings,Standard Hut,169.989491556,-44.6730593842,POINT (169.989491556374645 -44.673059384213261)
OPEN,Officers Hut,Buildings,Basic Hut/bivvy,169.743080088,-44.0076863892,POINT (169.743080088201452 -44.007686389249869)
OPEN,Devils Creek Hut,Buildings,Standard Hut,173.577259236,-41.4159509322,POINT (173.577259235537952 -41.415950932246638)
OPEN,Adelaide Tarn Hut,Buildings,Basic Hut/bivvy,172.543341282,-40.9426943009,POINT (172.543341282322729 -40.942694300852153)
OPEN,McKerrow Island Hut,Buildings,Standard Hut,168.062696383,-44.5186274742,POINT (168.062696382923605 -44.51862747422814)
OPEN,Maropea Forks Hut,Buildings,Standard Hut,176.137500968,-39.7296948226,POINT (176.137500967533697 -39.729694822624928)
OPEN,Pakituhi Hut,Buildings,Standard Hut,169.35616655,-44.5816608419,POINT (169.356166549559703 -44.581660841904799)
OPEN,Totara Flats Hut,Buildings,Serviced Hut,175.403127477,-40.9325839312,POINT (175.40312747732554 -40.932583931196476)
OPEN,Sutherlands Hut,Buildings,Standard Hut,175.331320835,-41.4372408521,POINT (175.331320835378222 -41.437240852058231)
OPEN,Traverse (A Frame) Hut,Buildings,Basic Hut/bivvy,176.014037672,-40.1071851755,POINT (176.014037671784877 -40.107185175491885)
OPEN,Puketotara Hut,Buildings,Serviced Hut,174.975621794,-39.3492707778,POINT (174.975621793961153 -39.34927077781029)
OPEN,Middle Head Hut,Buildings,Basic Hut/bivvy,169.454573429,-43.8240074843,POINT (169.454573429215031 -43.824007484261074)
OPEN,Gold Creek Hut,Buildings,Basic Hut/bivvy,176.196219513,-39.762320414,POINT (176.196219513235377 -39.762320414037909)
OPEN,Neave Hut,Buildings,Standard Hut,170.982419778,-43.1803712079,POINT (170.982419777718349 -43.180371207932282)
OPEN,Daleys Flat Hut,Buildings,Serviced Hut,168.374426827,-44.5482270526,POINT (168.374426826844314 -44.54822705260095)
OPEN,Julia Hut (old 1958),Buildings,Basic Hut/bivvy,171.425235062,-42.8974342868,POINT (171.425235061786992 -42.897434286839868)
OPEN,Te Puia Hut (Lodge),Buildings,Serviced Hut,176.409747058,-39.1723052486,POINT (176.409747057578699 -39.172305248638608)
OPEN,Branch Creek Hut,Buildings,Standard Hut,172.510089531,-41.5243914977,POINT (172.510089531397 -41.524391497681542)
OPEN,Lauder Basin Hut,Buildings,Basic Hut/bivvy,169.66013616,-44.8454582055,POINT (169.660136159923752 -44.845458205544396)
OPEN,Upper Nina Bivvy,Buildings,Basic Hut/bivvy,172.272269465,-42.4695005272,POINT (172.272269465245131 -42.469500527206655)
OPEN,Bullendale Hut,Buildings,Basic Hut/bivvy,168.67352563,-44.787519862,POINT (168.673525629558782 -44.787519861998689)
OPEN,Back Ridge Hut,Buildings,Standard Hut,176.356795196,-39.2765703399,POINT (176.356795195862333 -39.276570339874617)
OPEN,Mokihinui Forks Hut,Buildings,Basic Hut/bivvy,172.177463299,-41.5487226594,POINT (172.177463298838006 -41.548722659359086)
OPEN,Ces Clark Hut,Buildings,Serviced Hut,171.391881519,-42.2937240883,POINT (171.391881519033262 -42.293724088281131)
OPEN,Morgan Hut,Buildings,Standard Hut,172.630071325,-41.982559467,POINT (172.630071324920237 -41.982559467044595)
OPEN,Tussock Hut,Buildings,Standard Hut,176.214968897,-39.165975233,POINT (176.214968897060174 -39.165975232976898)
OPEN,Greenstone Hut,Buildings,Serviced Hut,168.262539114,-44.9808961393,POINT (168.262539113667088 -44.98089613930496)
OPEN,McLennan Hut,Buildings,Basic Hut/bivvy,169.361879156,-46.4332672444,POINT (169.361879155886044 -46.433267244424989)
OPEN,Junction Hut,Buildings,Standard Hut,169.184297882,-45.5107772521,POINT (169.184297881598326 -45.51077725212253)
OPEN,Turere Lodge,Buildings,Serviced Hut,174.984284201,-41.3353274543,POINT (174.984284201311539 -41.335327454268153)
OPEN,Slip Flat Hut,Buildings,Basic Hut/bivvy,168.274357157,-44.9562804578,POINT (168.274357157305559 -44.956280457761522)
OPEN,Forbes Bivvy,Buildings,Basic Hut/bivvy,170.648198536,-43.4648556618,POINT (170.648198536202301 -43.464855661750633)
OPEN,Ngaawapurua Hut,Buildings,Standard Hut,176.248291746,-39.2344486754,POINT (176.248291746263732 -39.234448675442422)
OPEN,Lower Olderog Bivvy,Buildings,Basic Hut/bivvy,171.305641519,-42.8380853398,POINT (171.305641519021208 -42.838085339755899)
OPEN,Manganuku Hut,Buildings,Basic Hut/bivvy,177.435253746,-38.2717463737,POINT (177.435253746199834 -38.271746373692771)
OPEN,Ruahine Corner Hut,Buildings,Standard Hut,176.171472196,-39.6314152969,POINT (176.171472196271537 -39.63141529694613)
OPEN,Rocks Ahead Hut,Buildings,Standard Hut,176.296613661,-39.2754270654,POINT (176.296613661230111 -39.275427065370103)
OPEN,Kirtle Burn Hut,Buildings,Standard Hut,169.160674976,-44.8710043609,POINT (169.160674976481886 -44.871004360859317)
OPEN,Tunnel Creek Hut,Buildings,Basic Hut/bivvy,169.537018319,-43.8184267437,POINT (169.537018318990846 -43.818426743671651)
OPEN,Gouland Downs Hut,Buildings,Great Walk Hut,172.353160534,-40.8908513934,POINT (172.353160534441656 -40.890851393442219)
OPEN,Growler Hut,Buildings,Standard Hut,170.738925005,-43.5108149079,POINT (170.738925005411744 -43.510814907926587)
OPEN,Saxon Hut,Buildings,Great Walk Hut,172.308206797,-40.8862304812,POINT (172.308206797099388 -40.886230481234897)
OPEN,Evans Hut,Buildings,Basic Hut/bivvy,171.030880751,-43.2597072445,POINT (171.030880750748224 -43.259707244520285)
OPEN,Lower Wairaki Hut,Buildings,Basic Hut/bivvy,167.940228047,-45.779288331,POINT (167.940228046984714 -45.779288331002512)
OPEN,Top Dingle Hut,Buildings,Standard Hut,169.55774082,-44.2802619469,POINT (169.557740819635654 -44.280261946882831)
OPEN,Waimakariri Falls Hut,Buildings,Basic Hut/bivvy,171.487726204,-42.917898901,POINT (171.487726204062511 -42.917898900994032)
OPEN,Murchison Hut,Buildings,Serviced-Alpine Hut,170.394204799,-43.5194467984,POINT (170.394204799309762 -43.519446798387627)
OPEN,Otanetea Hut,Buildings,Standard Hut,177.0527342,-38.4911503077,POINT (177.052734199670937 -38.491150307673408)
OPEN,Chancellor Hut,Buildings,Serviced-Alpine Hut,170.107574688,-43.5107492082,POINT (170.107574687995765 -43.51074920819007)
OPEN,Turnbull's (Big Dam) Hut,Buildings,Basic Hut/bivvy,167.851877634,-46.2915831815,POINT (167.851877633944696 -46.291583181523407)
OPEN,Top Wairoa Hut,Buildings,Standard Hut,173.07450783,-41.6109986606,POINT (173.074507830353497 -41.610998660595669)
OPEN,Slaty Hut,Buildings,Standard Hut,173.278433162,-41.4854922598,POINT (173.278433162104392 -41.485492259764214)
OPEN,Island Hill Run Deer Pen,Buildings,Basic Hut/bivvy,167.797113338,-46.9225863933,POINT (167.797113338274357 -46.922586393312514)
OPEN,Blue Range Hut,Buildings,Standard Hut,175.518628666,-40.7933073458,POINT (175.518628665575761 -40.793307345834393)
OPEN,Frew Hut,Buildings,Standard Hut,171.043560736,-43.0495887836,POINT (171.043560736119872 -43.049588783579743)
OPEN,Glenrae Bivvy,Buildings,Basic Hut/bivvy,172.442625067,-42.6947698671,POINT (172.442625067255392 -42.694769867082769)
OPEN,Hurunui Hut,Buildings,Standard Hut,172.095973704,-42.7037162159,POINT (172.095973704114499 -42.703716215888115)
OPEN,Seymour Hut,Buildings,Standard Hut,173.400038404,-42.2217157509,POINT (173.400038404199819 -42.221715750874388)
OPEN,Rapid Creek Hut,Buildings,Standard Hut,171.011176452,-43.0114269082,POINT (171.011176451883301 -43.011426908222361)
OPEN,Kintail Hut,Buildings,Standard Hut,167.115854284,-45.6145577415,POINT (167.11585428430314 -45.614557741547443)
OPEN,Watchdog Hut,Buildings,Standard Hut,170.788418328,-43.4082104774,POINT (170.788418328022289 -43.408210477362509)
OPEN,Tawa Hut,Buildings,Standard Hut,177.262572449,-38.4337658115,POINT (177.262572449049998 -38.433765811521255)
OPEN,Middle Hill Hut,Buildings,Standard Hut,176.425297084,-39.2274807394,POINT (176.425297084340968 -39.227480739448147)
OPEN,Mid Styx Hut,Buildings,Basic Hut/bivvy,171.245264055,-42.895699081,POINT (171.245264054887002 -42.895699081042409)
OPEN,Cone Hut,Buildings,Basic Hut/bivvy,175.344775525,-40.98758609,POINT (175.344775525243847 -40.987586090012343)
OPEN,Tauanui Hut,Buildings,Standard Hut,175.304465269,-41.3882365331,POINT (175.304465268622664 -41.388236533096176)
OPEN,Takarua Hut,Buildings,Standard Hut,177.007475044,-38.4822258181,POINT (177.007475044351338 -38.48222581805139)
OPEN,Waingongoro Hut,Buildings,Serviced Hut,174.110390647,-39.318729013,POINT (174.110390647375425 -39.318729013013559)
OPEN,Top Forks Hut,Buildings,Serviced Hut,168.891096151,-44.274409601,POINT (168.891096151357175 -44.274409600970245)
OPEN,Cold Stream Hut,Buildings,Basic Hut/bivvy,172.382072554,-42.7438993547,POINT (172.382072554170264 -42.743899354694875)
OPEN,Tutu Hut,Buildings,Basic Hut/bivvy,172.606505098,-42.5503957894,POINT (172.606505097713494 -42.55039578940022)
OPEN,Lake Howden Hut,Buildings,Great Walk Hut,168.135044955,-44.8165037301,POINT (168.135044954957891 -44.816503730137939)
OPEN,Pioneer Hut,Buildings,Serviced-Alpine Hut,170.18115039,-43.5307937353,POINT (170.181150390092739 -43.530793735295468)
OPEN,Pinnacles Hut,Buildings,Serviced Hut,175.71266184,-37.0420323496,POINT (175.712661839573258 -37.042032349631569)
OPEN,Three Mile Stream Hut,Buildings,Standard Hut,172.152217742,-42.6593979558,POINT (172.152217742339332 -42.659397955773642)
OPEN,Toka Bivvy,Buildings,Basic Hut/bivvy,176.072404972,-39.9831934678,POINT (176.072404972411135 -39.98319346777928)
OPEN,Angelus Hut,Buildings,Serviced Hut,172.748693378,-41.8882463975,POINT (172.748693377860207 -41.888246397477936)
OPEN,West Mathias Bivvy,Buildings,Basic Hut/bivvy,171.089604182,-43.1664990072,POINT (171.089604182344118 -43.16649900723813)
OPEN,Spurs Hut,Buildings,Basic Hut/bivvy,170.87196394,-43.8266635264,POINT (170.8719639401981 -43.826663526434203)
OPEN,Mikonui Flat Hut,Buildings,Standard Hut,170.87469238,-43.0235333629,POINT (170.874692379743152 -43.023533362877657)
OPEN,Jervois Hut,Buildings,Basic Hut/bivvy,172.578143471,-42.4154677857,POINT (172.578143471193471 -42.415467785659274)
OPEN,Moerangi Hut,Buildings,Standard Hut,176.723689876,-38.7478297859,POINT (176.723689875921281 -38.747829785948646)
OPEN,Home Hill Hut (dilapidated),Buildings,Basic Hut/bivvy,168.279086745,-44.9161477234,POINT (168.27908674475205 -44.916147723421261)
OPEN,Bottom Misery Hut,Buildings,Standard Hut,173.049438266,-41.9119374725,POINT (173.049438266343003 -41.911937472459336)
OPEN,Stone Hut,Buildings,Basic Hut/bivvy,170.771059678,-43.6864080348,POINT (170.771059678486296 -43.686408034786666)
OPEN,DWELL HUT,Buildings,Basic Hut/bivvy,168.485055815,-44.8705453741,POINT (168.485055814961839 -44.870545374056313)
OPEN,Lower Matakuhia Hut,Buildings,Basic Hut/bivvy,176.599044111,-38.9345431731,POINT (176.599044111497392 -38.934543173066551)
OPEN,Mitre Flats Hut,Buildings,Serviced Hut,175.478466995,-40.8306660418,POINT (175.478466994645032 -40.830666041792846)
OPEN,Camp Stream Hut,Buildings,Basic Hut/bivvy,170.649211536,-43.7938635257,POINT (170.64921153569108 -43.793863525706307)
OPEN,Harkness Hut,Buildings,Standard Hut,176.238337273,-39.1950634282,POINT (176.238337272761754 -39.195063428227414)
OPEN,Triplex Hut,Buildings,Standard Hut,176.197690766,-39.7938334084,POINT (176.197690765843873 -39.793833408390768)
OPEN,Pearson Hut,Buildings,Basic Hut/bivvy,170.429085,-44.602671108,POINT (170.429085000353496 -44.602671108011705)
OPEN,West Arm Hut,Buildings,Basic Hut/bivvy,167.263192419,-45.5254233694,POINT (167.263192418840902 -45.525423369362606)
OPEN,Roaring Billy Hut,Buildings,Basic Hut/bivvy,169.322093423,-43.8950982467,POINT (169.322093423320752 -43.895098246685869)
OPEN,SEDGEMERE SLEEPOUT,Buildings,Standard Hut,172.89997779,-42.1355391496,POINT (172.899977790107698 -42.13553914960989)
OPEN,Lawrence Bivvy,Buildings,Basic Hut/bivvy,170.921770497,-43.3484130437,POINT (170.921770496846221 -43.348413043742056)
OPEN,Tarn Hut,Buildings,Standard Hut,173.168029229,-41.5518299956,POINT (173.168029229412014 -41.551829995572938)
OPEN,Frampton's Hut,Buildings,Standard Hut,173.470049455,-35.5121092385,POINT (173.470049455078907 -35.512109238541257)
OPEN,Nolans Hut,Buildings,Basic Hut/bivvy,170.481692153,-43.3494336908,POINT (170.481692152786593 -43.349433690758779)
OPEN,Te Waiotukapiti Hut,Buildings,Standard Hut,176.855998191,-38.8103139648,POINT (176.855998190766826 -38.810313964765356)
OPEN,Devils Den Biv,Buildings,Basic Hut/bivvy,172.294069298,-42.4878016736,POINT (172.294069297957947 -42.487801673639517)
OPEN,Campbell Bivvy,Buildings,Basic Hut/bivvy,171.354188031,-42.8982267169,POINT (171.35418803134425 -42.898226716915552)
OPEN,FREDS CAMP HUT,Buildings,Standard Hut,167.977689109,-46.9285472711,POINT (167.977689108799268 -46.92854727110501)
OPEN,Clinton Hut,Buildings,Great Walk Hut,167.90776117,-44.9065736921,POINT (167.907761170134336 -44.906573692138451)
OPEN,Mac's Hut,Buildings,Basic Hut/bivvy,168.456396495,-44.8316609555,POINT (168.456396494525023 -44.83166095554737)
